q,qer,theoreticKeyRate,n,N,L,frozenBitsAlgorithm,numInfoQudits,maxListSize,errorProb,keyRate,timeRate,numTrials
3,0.98,0.4635219581793355,6,64,100,degradingUpgrading,18,2,0.415,0.4549107424015933,0.00022765006249999997,200
3,0.98,0.4635219581793355,6,64,100,degradingUpgrading,18,3,0.355,0.4457707033278252,0.0002713350546875004,200
3,0.98,0.4635219581793355,6,64,100,degradingUpgrading,18,4,0.27,0.4392857424015933,0.00030947606249999925,200
3,0.98,0.4635219581793355,6,64,100,degradingUpgrading,18,5,0.265,0.43425561591897827,0.00036696861718749974,200
3,0.98,0.4635219581793355,6,64,100,degradingUpgrading,18,6,0.16,0.4301457033278252,0.0003741270156249987,200
3,0.98,0.4635219581793355,6,64,100,degradingUpgrading,18,7,0.225,0.4266708217444432,0.0004086981640624998,200
3,0.98,0.4635219581793355,7,128,100,degradingUpgrading,28,1,0.25,0.35909306656963697,0.00015134641015625007,200
3,0.98,0.4635219581793355,7,128,100,degradingUpgrading,28,2,0.135,0.35128056656963697,0.00023453215234374935,200
3,0.98,0.4635219581793355,7,128,100,degradingUpgrading,28,3,0.04,0.34671054703275295,0.0003005786523437504,200
3,0.98,0.4635219581793355,7,128,100,degradingUpgrading,28,4,0.06,0.34346806656963697,0.0003406502890624996,200
3,0.98,0.4635219581793355,7,128,100,degradingUpgrading,29,1,0.295,0.371475586106521,0.00015414731640625012,200
3,0.98,0.4635219581793355,7,128,100,degradingUpgrading,29,2,0.11,0.363663086106521,0.00023162654687500006,200
3,0.98,0.4635219581793355,7,128,100,degradingUpgrading,29,3,0.07,0.35909306656963697,0.00029795204687500077,200
3,0.98,0.4635219581793355,7,128,100,degradingUpgrading,29,4,0.07,0.355850586106521,0.00033126758984375007,200
3,0.98,0.4635219581793355,7,128,100,degradingUpgrading,30,1,0.4,0.38385810564340506,0.0001519527148437505,200
3,0.98,0.4635219581793355,7,128,100,degradingUpgrading,30,2,0.165,0.37604560564340506,0.0002322527929687501,200
3,0.98,0.4635219581793355,7,128,100,degradingUpgrading,30,3,0.16,0.37147558610652104,0.0002996252578125003,200
3,0.98,0.4635219581793355,7,128,100,degradingUpgrading,30,4,0.1,0.36823310564340506,0.0003344034062500001,200
3,0.98,0.4635219581793355,7,128,100,degradingUpgrading,30,5,0.08,0.36571804240209754,0.0003773932734374996,200
3,0.98,0.4635219581793355,7,128,100,degradingUpgrading,30,6,0.09,0.36366308610652104,0.0004100812148437505,200
3,0.98,0.4635219581793355,7,128,100,degradingUpgrading,31,1,0.455,0.3962406251802891,0.0001523478476562501,200
3,0.98,0.4635219581793355,7,128,100,degradingUpgrading,31,2,0.255,0.3884281251802891,0.00023129501953124908,200
3,0.98,0.4635219581793355,7,128,100,degradingUpgrading,31,3,0.155,0.38385810564340506,0.0003026358515625005,200
3,0.98,0.4635219581793355,7,128,100,degradingUpgrading,31,4,0.14,0.3806156251802891,0.00034268519531250094,200
3,0.98,0.4635219581793355,7,128,100,degradingUpgrading,31,5,0.135,0.37810056193898156,0.000384227843749998,200
3,0.98,0.4635219581793355,7,128,100,degradingUpgrading,31,6,0.11,0.37604560564340506,0.0004277333789062499,200
3,0.98,0.4635219581793355,7,128,100,degradingUpgrading,31,7,0.11,0.37430816485171403,0.00046147156640624854,200
3,0.98,0.4635219581793355,7,128,100,degradingUpgrading,32,1,0.49,0.4086231447171731,0.00015156548828124895,200
3,0.98,0.4635219581793355,7,128,100,degradingUpgrading,32,2,0.285,0.4008106447171731,0.00023328089062500058,200
3,0.98,0.4635219581793355,7,128,100,degradingUpgrading,32,3,0.18,0.3962406251802891,0.0002956974687500002,200
3,0.98,0.4635219581793355,7,128,100,degradingUpgrading,32,4,0.215,0.3929981447171731,0.0003378899570312521,200
3,0.98,0.4635219581793355,7,128,100,degradingUpgrading,33,1,0.54,0.42100566425405717,0.0001519637226562498,200
3,0.98,0.4635219581793355,7,128,100,degradingUpgrading,33,2,0.375,0.41319316425405717,0.0002341007617187496,200
3,0.98,0.4635219581793355,7,128,100,degradingUpgrading,33,3,0.27,0.40862314471717315,0.0002965055546874984,200
3,0.98,0.4635219581793355,7,128,100,degradingUpgrading,33,4,0.22,0.40538066425405717,0.0003425652812500002,200
3,0.98,0.4635219581793355,7,128,100,degradingUpgrading,33,5,0.19,0.40286560101274965,0.00037942466015625123,200
3,0.98,0.4635219581793355,7,128,100,degradingUpgrading,33,6,0.21,0.40081064471717315,0.00042091296093750064,200
3,0.98,0.4635219581793355,7,128,100,degradingUpgrading,34,1,0.57,0.4333881837909412,0.00015032994531249955,200
3,0.98,0.4635219581793355,7,128,100,degradingUpgrading,34,2,0.4,0.4255756837909412,0.0002316740117187499,200
3,0.98,0.4635219581793355,7,128,100,degradingUpgrading,34,3,0.42,0.42100566425405717,0.0002957944804687496,200
3,0.98,0.4635219581793355,7,128,100,degradingUpgrading,35,1,0.66,0.4457707033278252,0.00015032199609374964,200
3,0.98,0.4635219581793355,7,128,100,degradingUpgrading,35,2,0.535,0.4379582033278252,0.0002322711249999987,200
3,0.98,0.4635219581793355,7,128,100,degradingUpgrading,35,3,0.43,0.4333881837909412,0.0002996907265624982,200
3,0.98,0.4635219581793355,7,128,100,degradingUpgrading,35,4,0.32,0.4301457033278252,0.00036515944531249954,200
3,0.98,0.4635219581793355,7,128,100,degradingUpgrading,35,5,0.28,0.4276306400865177,0.00042718752734375085,200
